co-poilimeur mu seach,alternating copolymer 2.11
creep compliance 5.9
creep function 5.9
damping curve 6.2
dashpot constant 5.3, 5.4
decay constant 6.3
decay frequency 6.4
deformation gradients in an elastic solid 1.3
deformation gradients in a viscoelastic liquid or solid 1.6
deformation gradient in the orthogonal deformation of an elastic solid 2.1
deformation gradient tensor for an elastic solid 1.4
deformation gradient tensor for a viscoelastic liquid or solid 1.7
deformation of an elastic solid 1.3
deformation of a viscoelastic liquid or a solid 1.5
deformation ratio 2.3
deformation ratio in the orthogonal deformation of an elastic solid 2.1
dynamic stress 5.1
dynamic viscosity 5.20
elastic modulus 4.3
elongational strain rate 2.12
elongational viscosity 4.9
engineering strain 2.4
engineering stress 3.4
extensional strain rate 2.12
extensional viscosity 4.9
extension ratio 2.3
Finger tensor 1.8, 1.11
first normal-stress coefficient 4.13
first normal-stress difference 3.6
first normal-stress function 3.6
flexural deflection 6.9
flexural force 6.8
flexural modulus 6.10
flexural stress 6.8
forced flexural oscillation 6.7
forced oscillation 5.10
forced uniaxial extensional oscillation 6.6
free oscillation 6.1
general homogenous deformation or flow of a viscoelastic liquid or
solid 2.10
general orthogonal homogeneous deformation of an elastic solid 2.1
Green tensor 1.8, 1.10
Hencky strain 2.5
homogeneous deformation of elastic solids 1.3
 
NON-ULTIMATE MECHANICAL PROPERTIES
181
homogeneous deformation of viscoelastic liquids and solids 1.5
homogeneous orthogonal deformation or flow of an incompressible
viscoelastic liquid or solid 2.11
homogeneous simple shear deformation or flow of an incompressible
viscoelastic liquid or solid 2.13
infinite-shear viscosity 4.12
inhomogeneous deformation of elastic solids 1.3
isotropic compression 2.9
lateral contraction ratio 2.6
lateral strain 2.6
linear viscoelastic behaviour of a liquid 5.2
linear viscoelastic behaviour of a solid 5.2
logarithmic decrement 6.5
loss angle of a forced oscillation 5.10
loss compliance 5.17
loss curve 5.11
loss factor 5.11
loss modulus 5.13
loss tangent 5.11
Maxwell element 5.3
Maxwell model 5.3
modulus 4.3
modulus of elasticity 4.3
neutral axis (in forced flexural oscillation) 6.7
neutral plane (in forced flexural oscillation) 6.7
Newtonian liquid 4.2
nominal stress 3.4
non-Newtonian liquid 4.2
normal stresses 3.5
out-of-phase viscosity 5.21
phase angle (of a forced oscillation) 5.10
Piola tensor 1.8
plane strain 1.8
plane stress 1.2
Poisson’s ratio 2.6
pure shear deformation or flow 3.1
pure shear of an elastic solid 2.7
pure shear stress 3.1
relaxation function 5.7
relaxation spectrum 5.6
relaxation time 5.6
resonance curve 6.11
resonance frequency 6.12
resonance frequency (in forced flexural oscillation) 6.7
resonance frequency (in forced uniaxial extensional oscillation) 6.7
retardation spectrum 5.8
retardation time 5.8
Rivlin-Ericksen tensors 1.14
secant modulus 4.7
 
TERMINOLOGY
182
second moment of area (in forced flexural oscillation) 6.7
second normal-stress coefficient 4.14
second normal-stress difference 3.7
second normal-stress function 3.7
shear 2.8, 2.13
shear compliance 4.11
shear modulus 4.10
shear rate 2.13
shear strain 2.8
shear stress 3.5
shear viscosity 4.12
simple shear of an elastic solid 2.8
small-strain tensor 1.10
spectrum of relaxation times 5.6
spring constant 5.3, 5.4
standard linear viscoelastic solid 5.5
steady (simple) shear flow 2.13
steady uniaxial homogeneous elongational deformation or flow of an
incompressible viscoelastic liquid or solid 2.12
storage compliance 5.16
storage modulus 5.12
stored energy function 4.1
strain amplitude (of a forced oscillation) 5.10
strain tensor 1.8
stress 1.2
stress amplitude (of a forced oscillation) 5.10
stress relaxation 5.7
stress tensor 1.2
stress tensor resulting from an orthogonal deformation or flow 3.1
stress tensor resulting from a simple shear deformation or flow 3.5
stress vector 1.1
tensile compliance 4.8
tensile modulus 4.7
tensile strain 2.4
tensile stress 3.2
three-point bending 6.7
three-point flexure 6.7
torsion pendulum 6.2
traction 1.1
true stress 1.2
uniaxial compliance 4.8
uniaxial deformation of an elastic solid 2.2
uniaxial deformation or flow of an incompressible viscoelastic liquid
or solid 2.11
uniaxial deformation ratio 2.3
uniaxial orthogonal deformation or flow 3.1
uniaxial strain 2.4
viscoelasticity 5.1
viscosity 4.12
 
NON-ULTIMATE MECHANICAL PROPERTIES
183
Voigt-Kelvin element 5.4
Voigt-Kelvin model 5.4
Voigt element 5.4
Voigt model 5.4
volume compression 2.9
vorticity tensor 1.13
width of the resonance curve 6.13
Young’s modulus 4.7
zero-shear viscosity 4.12

additive 1.30
adhesion 1.24
adhesion promoter 1.37
adhesive strength 1.26
agglomerate 1.42
agglomeration 1.41
aggregate 1.42
aggregation 1.41
binodal 2.6
binodal curve 2.6
blooming 2.17
bulk substance 3.12
chemical adhesion 1.25
cloud point 2.9
cloud-point curve 2.10
cloud-point temperature 2.11
co-continuous phase domains 3.14
coalescence 2.18
coexistence curve 2.6
compatibility 1.32
compatibilization 1.33
compatibilizer 1.36
compatible polymer blend 1.35
complex 1.6
composite 1.13
continuous phase domain 3.12
core-shell morphology 3.15
coupling agent 1.37
craze 1.29
critical point 2.12
cylindrical morphology 3.16
degree of compatibility 1.34
degree of incompatibility 1.34
degree of ripening 1.20
delamination 1.18
discontinuous phase domain 3.13
discrete phase domain 3.13
dispersant 1.40
dispersed phase domain 3.13
dispersing agent 1.40
dispersing aid 1.40
dispersion 1.39
domain boundary 3.4
domain interface 3.4
domain structure 3.5
dual phase domain continuity 3.14
exfoliation 1.22
fibrillar morphology 3.17
fill factor 1.45
filler 1.44
Flory–Huggins theory 2.3
Flory–Huggins–Staverman
 theory 2.3
guest polymer 3.13
hard-segment phase domain 3.9
heterogeneous polymer blend 1.12
homogeneous polymer blend 1.3
homologous polymer blend 1.4
host polymer 3.12
immiscibility 1.11
immiscible polymer blend 1.12
impregnation 1.19
intercalation 1.21
interdiffusion 2.16
interfacial adhesion 1.26
interfacial agent 1.31
interfacial bonding 1.27
interfacial energy 1.26
interfacial fracture 1.28
interfacial region 3.6
interfacial-region thickness 3.8
interfacial tension 1.26
interfacial width 3.8
interpenetrating polymer
 network (IPN) 1.9
interphase 3.6
interphase elasticity 3.7
interphase thickness 3.8
isomorphic polymer blend 1.5
lamellar domain morphology 3.17
lamina 1.16
laminate 1.16
lamination 1.17
lower critical solution
 temperature (LCST) 2.13
macrodispersion 1.39
matrix 3.12
matrix phase domain 3.12
metastable miscibility 1.7
metastable miscible polymer
 blend 1.8
microdispersion 1.39
microdomain morphology 3.19
miscibility 1.2
miscibility gap 2.2
miscibility window 2.1 
TERMINOLOGY
204
miscible polymer blend 1.3
morphology 3.1
morphology coarsening 2.19
multicoat morphology 3.23
multiphase copolymer 3.3
multiple inclusion morphology 3.25
nanocomposite 1.15
nanodomain morphology 3.20
nucleation of phase separation 2.5
onion morphology 3.21
ordered co-continuous double
 gyroid morphology 3.22
phase domain 3.2
phase interaction 3.7
phase inversion 2.15
phase microdomain 3.2
phase nanodomain 3.2
phase ripening 2.19
pinning 2.19
polymer alloy 1.38
polymer blend 1.1
polymer composite 1.14
polymer–polymer complex 1.6
prepreg 1.20
rod-like morphology 3.24
salami-like morphology 3.25
segmented copolymer 3.11
sequential IPN 1.9
sequential SIPN 1.10
semi-interpenetrating polymer
 network (SIPN) 1.10
simultaneous IPN 1.9
simultaneous SIPN 1.10
soft-segment phase domain 3.10
spinodal 2.7
spinodal curve 2.7
spinodal decomposition 2.8
spinodal phase-demixing 2.8
tack 1.26
thermoplastic elastomer 1.46
upper critical solution
 temperature (UCST) 2.14
wetting 1.23
χ interaction parameter 2.4 

aerogel 3.1.1
aerosol 2.16.1
aerosol hydrolysis 5.1
affine chain behaviour 4.2.1
agglomerate 2.1, 2.2
agglomeration 5.2, 5.3
aggregate 2.3, 2.4
aggregation 5.4, 5.5
alcogel 3.1.2
aquagel 3.1.3
bimodal network 4.1.21.3.1
bimodal polymer network 4.1.21.3.2
bowtie entanglement 4.2.3.1
branch point 4.2.2
butterfly entanglement 4.2.3.2
calcinations (in polymer
 networks) 5.6
carbo-reduction 5.7
ceramer 4.1.1
ceramic 4.1.2
ceramic precursor 4.1.3
ceramic-reinforced polymer 4.1.4
ceramic yield 4.1.5
ceramization 5.8
chain entanglement 4.2.3
chemical functionality 2.5
chemically bonded hybrid
 (material) 4.1.14.1
clay hybrid 4.1.14.2
coagulation 5.9
colloid 2,6
colloidal 2,7
colloidal dispersion 2.8
colloidal gel 3.1.4
colloidal network 4.1.21.1
colloidal processing 5.10
colloidal sol 2.9
colloidal suspension 2.10
compatible polymer blend 4.1.27.1
composite 4.1.6
connectivity 2.11
covalent network 4.1.21.3.3
covalent polymer network 4.1.21.3.4 
SOLS, GELS, NETWORKS AND HYBRIDS
235
creep 4.1.7
critical concentration 5.11
crosslink 4.2.4
crosslink density 4.2.5
crosslinking 5.12
crosslinking site 4.2.6
curing 5.13
deflocculation 5.14
densification 5.15
drying control chemical
 additive 3.2
EB curing 5.13.1
elastically active network
 chain 4.2.7
elastomer 4.1.8
electron-beam curing 5.13.2
entanglement network 4.1.21.3.5
exfoliation 5.16
f-functional branch point 4.2.2.1
flocculation 5.17
fractal agglomerate 4.1.9
fractal dimension 4.1.10
functionality
 (of a monomer) 2.12
GELS 3
gel 3.1
gel aging 5.18
gel fraction 4.1.11
gel microparticle 3.1.5
gel nanoparticle 3.1.6
gel point 3.3
gel temperature 3.4
gel time 3.5
gelation 5.19
gelation point 3.6
gelation temperature 3.7
gelation time 3.8
green body 4.1.12
Hausdorff dimension 4.1.13
hipping 5.20
homogeneous polymer
 blend 4.1.27.2
hot isostatic pressing 5.21
humming gel 3.1.7
hybrid material 4.1.14
hybrid polymer 4.1.14.3
hydrogel 3.1.8
hydrolysis ratio 5.22
inorganic-organic polymer 4.1.15
inorganic polymer 4.1.15.1
insertion reaction. 5.23
in-situ composite formation 5.24
intercalation reaction 5.23
inter-junction molar mass 4.2.8
interpenetrating polymer
 network 4.1.21.3.6
isostatic pressing 5.25
junction point 4.2.9
junction point density 4.2.10
loose end 4.2.11
mass fractal dimension 4.1.16
microgel 3.1.9
micronetwork 4.1.21.3.7
microsyneresis 5.42.1
miscible polymer blend 4.1.27.3
mixed ceramic 4.1.17
model network 4.1.21.3.8
monolith 4.1.18
multiphase copolymer 4.1.19
nanocomposite 4.1.20
nanogel 3.1.10
net shaping 5.26
network. 4.1.21
network-chain molar mass 4.2.12
network defect 4.2.13
network polymer 4.1.21.2
neutralized gel 3.1.11
organic-inorganic polymer 4.1.22
organically modified
 ceramic 4.1.23
organically modified
 silicate 4.1.24
organomodified ceramic 4.1.25
Ormocer 4.1.23
Ormosil 4.1.24
Ostwald ripening 5.27
oxide network 4.1.21.3.9
particulate gel 3.1.12
particulate sol 2.16.2
peptization 5.28
perfect network 4.1.21.3.10
perfect polymer network 4.1.21.3.11
permanent crosslink 4.2.4.1
phantom chain behaviour 4.2.14
photochemical curing 5.13.3
photo-curing 5.13.4
physical network 4.1.21.3.12
polyelectrolyte gel 3.1.13
polymer alloy 4.1.26
polymer blend 4.1.27 
TERMINOLOGY
236
polymer-clay composite 4.1.14.4
polymer-clay hybrid 4.1.14.5
polymer derived ceramic 4.1.28
polymer gel 3.1.14
polymer network 4.1.21.3
polymeric sol 2.16.3
pre-ceramic 4.1.29
pre-ceramic material 4.1.30
precipitation 5.29
PRECURSORS 2
pre-gel regime 2.13
pre-gel state 2.14
PROCESSES 5
pyrolysis 5.30
reaction injection moulding 5.31
reactive polymer processing 5.32
reinforced reaction
 injection moulding 5.31.1
reversible network 4.1.21.3.13
responsive gel 3.1.15
rheopexic gel 3.1.16
rheotropic gel 3.1.17
ringing gel 3.1.18
sedimentation 5.33
semi-interpenetrating
polymer network 4.1.21.3.14
sequential interpenetrating
 polymer network 4.1.21.3.6.1
sequential semi-
 interpenetrating polymer
 network 4.1.21.3.14.1
shrinkage 5.34
simultaneous inter-
 penetrating polymer
 network 4.1.21.3.6.2
simultaneous semi-inter-
 penetrating polymer
 network 4.1.21.3.14.2
sintering 5.35
slip 2.15
slip casting 5.36
sol 2.16
sol fraction 2.17
sol-gel coating 4.1.31.1
sol-gel critical concentration 5.37
sol-gel material 4.1.31
sol-gel metal oxide 4.1.31.2
sol-gel process 5.38
sol-gel silica 4.1.31.3
sol-gel transition 5.39
SOLIDS 4
sonogel 3.1.19
sonosol 2.16.4
supercritical drying of a gel 5.40
surface fractal dimension 4.1.32
swelling 5.41
swelling agent 3.9
syneresis 5.42
Terms Describing
 Materials 4.1
Terms Describing the
 Molecular Structure
 and Behaviour of
 Networks 4.2
theoretical ceramic yield 4.1.5.1
thermal curing 5.13.5
thermolysis 5.43
thermoplastic elastomer 4.1.8.1
thermoreversible gel 3.1.20
thermoreversible junction
 point 4.2.9.1
thermoreversible
 network 4.1.21.3.13.1
thixotropic gel 3.1.21
transient crosslink 4.2.4.2
transient junction point 4.2.9.2
transient network 4.1.21.3.15
uniaxial pressing 5.44
viscous flow sintering 5.45
viscous sintering 5.46
vulcanization 5.47
xerogel 3.1.2 

α-scission 1.8
β-scission 1.8
amphoteric polyelectrolyte 3.16
biodegradable polymer 3.1
biodegradation 1.13
chelating polymer 2.1
chemical amplification 1.1
chemical modification 1.2
conducting polymer 3.2
conducting polymer
 composite 3.2
cross-linking 1.3
curing 1.4
depolymerization 1.5
EB curing 1.4
electro-optical polymer 3.10
electroluminescent polymer 3.3
electron-beam resist 3.25
electron-exchange polymer 2.12
ferroelectric polymer 3.4
ferromagnetic polymer 3.5
functional polymer 3.6
grafting 1.6
hydrolytic scission 1.8
impact-modified polymer 3.7
interchange reaction 1.7
ion-beam resist 3.25
ion-conducting polymer 3.2
ion-exchange membrane 2.2
ion-exchange polymer 2.2
liquid-crystalline polymer 3.8
living polymer 2.3
lyotropic liquid-crystalline
 polymer 3.8
macromonomer 2.4
macroporous-bead polymer
 support 3.23
macroporous polymer 3.9
main-chain scission 1.8
mechanochemical reaction 1.9
mechanochemical scission 1.8
mesoporous polymer 3.9
negative resist 3.25
negative-tone resist 3.25
nonlinear-optical polymer 3.10
optically active polymer 3.11
oxidation-reduction polymer 2.12
oxidative scission 1.8
photo-acid generator 1.1
photo-base generator 1.1
photo-curing 1.4
photochemical reaction 1.10, 1.18
photochemical scission 1.8
photochromic polymer 3.14
photoconductive polymer 3.2
photoelastic polymer 3.12
photoluminescent polymer 3.13
photopolymerization 1.10
photoreactive polymer 3.14
photorefractive polymer 3.10
photoresist 3.25
photoresponsive polymer 3.14
photosensitive polymer 3.14
piezoelectric polymer 3.15
polyanion 2.2
polycation 2.2
polyelectrolyte 3.16
polymer absorbent 3.22
polymer acid 3.16
polymer adsorbent 3.22
polymer base 3.16
polymer catalyst 2.5
polymer compatibilizer 3.17
polymer complex formation 1.11
polymer complexation 1.11
polymer cyclization 1.12 
TERMINOLOGY
250
polymer degradation 1.13
polymer drug 3.18
polymer functionalization 1.14
polymer gel 3.19
polymer membrane 3.20
polymer phase-transfer
 catalyst 2.7
polymer reactant 2.9
polymer reaction 1.15
polymer reagent 2.9
polymer solvent 3.21
polymer sorbent 3.22
polymer support 3.23
polymer surfactant 3.24
polymer-metal complex 2.6
polymer-supported catalyst 2.8
polymer-supported enzyme 2.8
polymer-supported reaction 1.16
polymer-supported reagent 2.9
positive resist 3.25
positive-tone resist 3.25
prepolymer 2.10
protection of a reactive
 group 1.17
proton-conducting polymer 3.2
radiation reaction 1.18
reactive blending 1.19
resist polymer 3.25
semiconducting polymer 3.2
shape-memory polymer 3.26
sol-gel process 1.20
solid polymer-electrolyte
 composite 3.2
superabsorbent polymer 3.27
surface grafting 1.21
swollen-gel-bead polymer
 support 3.23
telechelic oligomer 2.14
telechelic polymer 2.14
thermal curing 1.4
thermal scission 1.8
thermoset 2.15
thermosetting polymer 2.15
thermotropic liquid-
 crystalline polymer 3.8
transesterification 1.7
trimethylsilylation 1.17
triphase catalyst 2.7
vulcanization 1.22
X-ray resist 3.25 

ablation 1
ablator 2
abrasion 3
abrasive wear 38
accelerated weathering 39
aging 4
 aqueous 4
 biological1y-induced 4
 cosmic 4
 oxidative 4
 photochemical 4
 photo-oxidative 4
 physical 4
 thermal 4
 thermo-oxidative 4
 underground 4
antagonism 5
anti-fatigue agent 6
antioxidant 7
 chain-breaking 13
 chain-terminating 13
antiradiant 8
aqueous aging 4
artificial weathering 39
ashing 9
auto-pyrolysis 31
autoxidation 10
biodegradation 11
biologically-induced aging 4
biological stability 34
carbonization 12
chain-breaking antioxidant 13
chain-terminating antioxidant 13
chemical cracking 14
chemical stability 34
chemical stabilization 35
controlled-degradable polymer 20
cosmic aging 4
cracking 14
 chemical 14
environmental stress 19
 oxidative 14
ozone 14
radiation 14
 solvent 14
UV 14
crazing 15
degradation 16
 bio- 11
 oxidative 16
 photo- 16
photo-oxidative 16 
DEGRADATION AND AGING
257
thermal 16
thermochemical 16
thermo-oxidative 16
denaturation 17
durability 18
environmental stress cracking 19
environmentally degradable
 polymer 20
fatigue 21
fire retardancy 22
fire retardant 22
flame retardancy 22
flame retardant 22
heat endurance 23
inhibitor 24
lifetime 25
light stabilizer 3
metal deactivator 26
oxidative aging 4
photo- 4
thermo- 4
oxidative cracking 14
oxidative degradation 16
oxidative stability 34
photo- 34
thermo- 34
ozone cracking 14
peroxidation 27
peroxide decomposer 28
photochemical aging 4
photodegradation 16
photo-oxidative aging 4
photo-oxidative degradation 16
photo-oxidative stability 34
photoprotective agent 30
photosensitization 29
photosensitize 29
photostability 34
photostabilizer 30
physical aging 4
physical stabilization 35
pyrolysis 31
 auto- 31
radiation cracking 14
radiation stability 34
retarder 32
sensitizer 33
 photo- 29
solvent cracking 14
stability 34
 biological 34
 chemical 34
 oxidative 34
 photo- 34
 photo-oxidative 34
radiation 34
thermal 34
thermo- 34
thermo-oxidative 34
stabilization 35
chemical 35
physical 35
stabilizer 36
 light 30
 photo- 30
stress cracking 19
thermal aging 4
thermal degradation 16
thermal stability 34
thermochemical degradation 16
thermolysis 31
thermo-oxidative aging 4
thermo-oxidative degradation 16
thermo-oxidative stability 34
thermostability 34
underground aging 4
UV cracking 14
weak link 37
wear 38
 abrasive 38
weatherability 39
weathering 39
 accelerated 39
 artificial 39 
 
 
